MBA	413510140	2501372.8	0	0	50475970	28826258	62131108	60126876	7811003.5	10479433	255474800	45057580	405143800	334532	4047738.3	9846401	664356.06	2126037	43743090	60020670	856235.8	25399214	23517790	6467392	1957856	57211252	30700724
MPC	160622450	971624.8	0	0	17050608	-13731925	24118840	23340814	3032174	5037906.5	0	0	0	0	1929268.1	4693076.5	325710.03	1051694.4	20849206	28063096	424807.84	12105991	11209251	3082544	933170.06	6830500	14499902
NKP	499942080	3024211	0	0	18439666	82609150	75177100	72752024	9451120	5685220	0	0	0	0	2195848.3	5341551	360459.03	1153577.8	23730086	32557224	464596.97	13778759	12758112	3508480.8	1062112.8	8535550	16725224
PLU	416515070	2519550.3	0	0	48322910	-29124618	62563580	60545388	7865370.5	11370236	255474800	41121730	443842720	399802.44	4388283	10674798	722172.06	2313046	47423280	64954788	931816.7	27536100	25496388	7011506.5	2122574	66431652	33162704
PLW	219736930	1329215.6	0	0	8005971	-18165290	33046394	31980386	4154529.3	1994951.4	0	0	0	0	769431.25	1871694.1	126901.5	406739.47	8315088	11372342	163894.3	4828116	4470477.5	1229381.3	372167.25	3317100	5940451.5
RAA	507659170	3070891.8	0	0	40821616	30411790	76246100	73786550	9585514	15425002	0	0	0	0	5907388	14370121	997111.5	3219393	63839924	85941210	1300372.6	37068350	34322548	9438700	2857352	57571500	44113510
RAB	471216540	2850446.5	0	0	23730638	25846222	70836616	68551570	8905441	7368201.5	0	0	0	0	2832765.3	6890894	472147.5	1518397.6	30613116	41571748	612511.06	17775360	16458666	4526133	1370184	11028200	21559026
RAD	302685820	1830983.4	0	0	40106990	7898074	45415120	43950110	5709502	12207670	255474800	49073344	407051650	397059.06	4697483.5	11426949	780681.06	2508313.8	50764744	69073270	1011529.7	29476302	27292872	7505540	2272131.8	65778300	35029660
WCN	150088540	907903.8	0	0	15480453	266143120	22572904	21844744	2837821	3307629.3	0	0	0	0	1261110.1	3067736.8	215952	700356.1	13628562	18161122	283297.72	7913359	7327184	2014975.5	609988.06	5588150	9750246
BEA	125863940	761366.25	0	0	15042603	78108376	20441656	19782250	2569886	3066127.3	0	0	0	0	1169353.6	2844533	200062.5	648649.06	12636966	16850388	262358.84	7337594	6794068.5	1868368.8	565606.2	5156200	9035017
DTM	260425120	1575343	0	0	28382442	17372306	42287600	40923490	5316316	7141668	0	0	0	0	2726009	6631202	465102	1506692.3	29459422	39359076	609243.06	17105474	15838402	4355560	1318546.9	10405200	20661984
KSA	475234750	2874753	0	0	40437172	240950030	77338890	74844090	9722896	10575802	0	0	0	0	4051359.3	9855209	683232.06	2205361.3	43782216	58975570	890706.7	25421932	23538828	6473177.5	1959607.3	58362800	30957670
NCA	181725260	1099278	0	0	19754780	-29850886	29513160	28561126	3710337.3	4846234	0	0	0	0	1848787.1	4497300.5	316008.03	1024276	19979464	26658908	414249.66	11600980	10741648	2953953.3	894242.1	6884000	13967990
NCB	247333840	1496153	0	0	23345548	-44740880	40160404	38864908	5048888	6649716.5	0	0	0	0	2538978.3	6176238.5	432778.5	1401569.5	27438224	36683492	566681.7	15931874	14751735	4056727	1228081.9	9419000	19177438
NPT	262613200	1588579.1	0	0	25909184	24678794	42642530	41266960	5360936	6894018	279889730	49363588	469313630	311412.75	2625770	6387365.5	451143	1464601.5	28376162	37722856	592635.8	16476480	15256002	4195400.5	1270062	49349550	19749918
NPU	385461950	2331706.3	0	0	31950228	-15098511	62606396	60586836	7870754	9194393	0	0	0	0	3499992	8513970	602415.06	1956750.9	37823704	50218050	791918.06	21962150	20335326	5592214	1692915.8	12674700	26340988
NPV	277492830	1678588.3	0	0	25249538	-13649196	45071790	43617856	5666339.5	6453103.5	0	0	0	0	2440912	5937684.5	428719.5	1401035.9	26378438	34505896	568128.6	15316513	14181957	3900037.8	1180647.9	9163400	18425394
OYI	252950780	1530129.9	0	0	11890366	-60343548	41116736	39790390	5169117	3403260	0	0	0	0	1297937	3157320.3	222057	719955.75	14026540	18703552	291199.66	8144443.5	7541151	2073816.6	627800.8	5094950	9871202
